Cow ID,Age,Temp,Time Block,DATE,START,END,DURATION,Eating,Standing,Rumin,Lying,L/S Transit,Estrus Status,Mounted/Hr,Mounting/Hr
1107,11,65,1,6/5/22,6/5/2022 5:35:27,6/5/2022 5:56:55,0:21:29,0,1,1,0,0,0,0,0
1107,11,65,1,6/5/22,6/5/2022 5:56:56,6/5/2022 5:59:59,0:03:04,0,1,0,0,0,0,0,0
1107,11,65,2,6/5/22,6/5/2022 6:00:00,6/5/2022 6:21:03,0:21:04,0,1,0,0,0,0,0,0
1107,11,65,2,6/5/22,6/5/2022 6:21:04,6/5/2022 6:21:10,0:00:07,0,0,0,0,1,0,0,0
1107,11,65,2,6/5/22,6/5/2022 6:21:11,6/5/2022 6:25:00,0:03:50,0,0,0,1,0,0,0,0
1107,11,65,2,6/5/22,6/5/2022 6:25:01,6/5/2022 6:57:17,0:32:17,0,0,1,1,0,0,0,0
1107,11,65,2,6/5/22,6/5/2022 6:57:18,6/5/2022 6:59:59,0:02:42,0,0,0,1,0,0,0,0
1107,11,67,2,6/5/22,6/5/2022 7:00:00,6/5/2022 7:26:43,0:26:44,0,0,0,1,0,0,0,0
1107,11,67,2,6/5/22,6/5/2022 7:26:44,6/5/2022 7:50:19,0:23:36,0,0,1,1,0,0,0,0
1107,11,67,2,6/5/22,6/5/2022 7:50:20,6/5/2022 7:58:40,0:08:21,0,0,0,1,0,0,0,0
1107,11,67,2,6/5/22,6/5/2022 7:58:41,6/5/2022 7:58:48,0:00:08,0,0,0,0,1,0,0,0
1107,11,67,2,6/5/22,6/5/2022 7:58:49,6/5/2022 7:59:59,0:01:11,0,1,0,0,0,0,0,0
1107,11,71.5,2,6/5/22,6/5/2022 8:00:00,6/5/2022 8:01:04,0:01:05,0,1,0,0,0,0,0,0
1107,11,71.5,2,6/5/22,6/5/2022 8:01:05,6/5/2022 8:46:39,0:45:35,1,1,0,0,0,0,0,0
1107,11,71.5,2,6/5/22,6/5/2022 8:46:40,6/5/2022 8:59:59,0:13:20,0,1,0,0,0,0,0,0
1107,11,76.5,2,6/5/22,6/5/2022 9:00:00,6/5/2022 9:39:15,0:39:16,0,1,0,0,0,0,0,0
1107,11,76.5,2,6/5/22,6/5/2022 9:39:16,6/5/2022 9:59:59,0:20:44,1,1,0,0,0,0,0,0
1107,11,82,2,6/5/22,6/5/2022 10:00:00,6/5/2022 10:00:58,0:00:59,1,1,0,0,0,0,0,0
1107,11,82,2,6/5/22,6/5/2022 10:00:59,6/5/2022 10:57:47,0:56:49,0,1,0,0,0,0,0,0
1107,11,82,2,6/5/22,6/5/2022 10:57:48,6/5/2022 10:57:53,0:00:06,0,0,0,0,1,0,0,0
1107,11,82,2,6/5/22,6/5/2022 10:57:54,6/5/2022 10:59:59,0:02:06,0,0,0,1,0,0,0,0
1107,11,88,2,6/5/22,6/5/2022 11:00:00,6/5/2022 11:19:49,0:19:50,0,0,0,1,0,0,0,0
1107,11,88,2,6/5/22,6/5/2022 11:19:50,6/5/2022 11:41:22,0:21:33,0,0,1,1,0,0,0,0
1107,11,88,2,6/5/22,6/5/2022 11:41:23,6/5/2022 11:54:58,0:13:36,0,0,0,1,0,0,0,0
1107,11,88,2,6/5/22,6/5/2022 11:54:59,6/5/2022 11:55:03,0:00:05,0,0,0,0,1,0,0,0
1107,11,88,2,6/5/22,6/5/2022 11:55:04,6/5/2022 11:55:35,0:00:32,0,1,0,0,0,0,0,0
1107,11,88,2,6/5/22,6/5/2022 11:55:36,6/5/2022 11:56:52,0:01:17,1,1,0,0,0,0,0,0
1107,11,88,2,6/5/22,6/5/2022 11:56:53,6/5/2022 11:59:59,0:03:07,0,1,0,0,0,0,0,0
1107,11,92.5,3,6/5/22,6/5/2022 12:00:00,6/5/2022 12:00:10,0:00:11,0,1,0,0,0,0,0,0
1107,11,92.5,3,6/5/22,6/5/2022 12:00:11,6/5/2022 12:18:39,0:18:29,1,1,0,0,0,0,0,0
1107,11,92.5,3,6/5/22,6/5/2022 12:18:40,6/5/2022 12:22:15,0:03:36,0,1,0,0,0,0,0,0
1107,11,92.5,3,6/5/22,6/5/2022 12:22:16,6/5/2022 12:35:30,0:13:15,1,1,0,0,0,0,0,0
1107,11,92.5,3,6/5/22,6/5/2022 12:35:31,6/5/2022 12:38:29,0:02:59,0,1,0,0,0,0,0,0
1107,11,92.5,3,6/5/22,6/5/2022 12:38:30,6/5/2022 12:43:40,0:05:11,1,1,0,0,0,0,0,0
1107,11,92.5,3,6/5/22,6/5/2022 12:43:41,6/5/2022 12:44:52,0:01:12,0,1,0,0,0,0,0,0
1107,11,92.5,3,6/5/22,6/5/2022 12:44:53,6/5/2022 12:59:59,0:15:07,1,1,0,0,0,0,0,0
1107,11,94,3,6/5/22,6/5/2022 13:00:00,6/5/2022 13:22:10,0:22:11,1,1,0,0,0,0,0,0
1107,11,94,3,6/5/22,6/5/2022 13:22:11,6/5/2022 13:30:35,0:08:25,0,1,0,0,0,0,0,0
1107,11,94,3,6/5/22,6/5/2022 13:30:36,6/5/2022 13:59:59,0:29:24,1,1,0,0,0,0,0,0
1107,11,95.5,3,6/5/22,6/5/2022 14:00:00,6/5/2022 14:15:56,0:15:57,1,1,0,0,0,0,0,0
1107,11,95.5,3,6/5/22,6/5/2022 14:15:57,6/5/2022 14:18:12,0:02:16,0,1,0,0,0,0,0,0
1107,11,95.5,3,6/5/22,6/5/2022 14:18:13,6/5/2022 14:59:59,0:41:47,1,1,0,0,0,0,0,0
1107,11,96,3,6/5/22,6/5/2022 15:00:00,6/5/2022 15:21:16,0:21:17,1,1,0,0,0,0,0,0
1107,11,96,3,6/5/22,6/5/2022 15:21:17,6/5/2022 15:48:18,0:27:02,0,1,0,0,0,0,0,0
1107,11,96,3,6/5/22,6/5/2022 15:48:19,6/5/2022 15:59:59,0:11:41,0,1,1,0,0,0,0,0
1107,11,95.5,3,6/5/22,6/5/2022 16:00:00,6/5/2022 16:18:01,0:18:02,0,1,1,0,0,0,0,0
1107,11,95.5,3,6/5/22,6/5/2022 16:18:02,6/5/2022 16:24:03,0:06:02,0,1,0,0,0,0,0,0
1107,11,95.5,3,6/5/22,6/5/2022 16:24:04,6/5/2022 16:56:17,0:32:14,1,1,0,0,0,0,0,0
1107,11,95.5,3,6/5/22,6/5/2022 16:56:18,6/5/2022 16:59:59,0:03:42,0,1,0,0,0,0,0,0
1107,11,95,3,6/5/22,6/5/2022 17:00:00,6/5/2022 17:38:40,0:38:41,0,1,0,0,0,0,0,1
1107,11,95,3,6/5/22,6/5/2022 17:38:41,6/5/2022 17:48:45,0:10:05,0,1,1,0,0,0,0,0
1107,11,95,3,6/5/22,6/5/2022 17:48:46,6/5/2022 17:59:59,0:11:14,0,1,0,0,0,0,0,0
1107,11,95.5,4,6/5/22,6/5/2022 18:00:00,6/5/2022 18:19:28,0:19:29,0,1,0,0,0,0,0,0
1107,11,95.5,4,6/5/22,6/5/2022 18:19:29,6/5/2022 18:27:00,0:07:32,1,1,0,0,0,0,0,0
1107,11,95.5,4,6/5/22,6/5/2022 18:27:01,6/5/2022 18:30:40,0:03:40,0,1,0,0,0,0,0,0
1107,11,95.5,4,6/5/22,6/5/2022 18:30:41,6/5/2022 18:49:23,0:18:43,1,1,0,0,0,0,0,0
1107,11,95.5,4,6/5/22,6/5/2022 18:49:24,6/5/2022 18:49:45,0:00:22,0,1,0,0,0,0,0,0
1107,11,95.5,4,6/5/22,6/5/2022 18:49:46,6/5/2022 18:54:44,0:04:59,1,1,0,0,0,0,0,0
1107,11,95.5,4,6/5/22,6/5/2022 18:54:45,6/5/2022 18:55:00,0:00:16,0,1,0,0,0,0,0,0
1107,11,95.5,4,6/5/22,6/5/2022 18:55:01,6/5/2022 18:59:59,0:04:59,1,1,0,0,0,0,0,0
1107,11,93,4,6/5/22,6/5/2022 19:00:00,6/5/2022 19:04:55,0:04:56,1,1,0,0,0,0,0,0
1107,11,93,4,6/5/22,6/5/2022 19:04:56,6/5/2022 19:05:52,0:00:57,0,1,0,0,0,0,0,0
1107,11,93,4,6/5/22,6/5/2022 19:05:53,6/5/2022 19:16:53,0:11:01,1,1,0,0,0,0,0,0
1107,11,93,4,6/5/22,6/5/2022 19:16:54,6/5/2022 19:16:56,0:00:03,0,1,0,0,0,0,0,0
1107,11,93,4,6/5/22,6/5/2022 19:16:57,6/5/2022 19:41:15,0:24:19,1,1,0,0,0,0,0,0
1107,11,93,4,6/5/22,6/5/2022 19:41:16,6/5/2022 19:41:52,0:00:37,0,1,0,0,0,0,0,0
1107,11,93,4,6/5/22,6/5/2022 19:41:53,6/5/2022 19:44:30,0:02:38,1,1,0,0,0,0,0,0
